,Active,Active_scale,Confirmed,Country_Region,Date,Deaths,FIPS,Hospitalization_Rate,ISO3,Incident_Rate,Last_Update,Lat,Long_,Mortality_Rate,People_Hospitalized,People_Tested,Province_State,Recovered,Testing_Rate,UID,Active_per1000
25,27320.0,27.32,28164,US,2020-04-14,844,25.0,8.308478909,USA,410.3283151,2020-04-14 23:33:31,42.2302,-71.5301,2.996733419,2340.0,126551.0,MA,,1843.752968,84000025.0,27.32
26,25233.0,25.233,27001,US,2020-04-14,1768,26.0,14.48094515,USA,338.89948849999996,2020-04-14 23:33:31,43.3266,-84.5361,6.547905632999999,3910.0,86226.0,MI,452.0,1082.254261,84000026.0,25.233
27,1616.0,1.616,1695,US,2020-04-14,79,27.0,23.89380531,USA,34.26702728,2020-04-14 23:33:31,45.6945,-93.9002,4.660766962,405.0,39241.0,MN,909.0,793.3170604,84000027.0,1.616
28,2976.0,2.976,3087,US,2020-04-14,111,28.0,19.30677033,USA,106.62453729999999,2020-04-14 23:33:31,32.7416,-89.6787,3.5957240039999996,596.0,37878.0,MS,,1308.300687,84000028.0,2.976
29,4597.0,4.597,4746,US,2020-04-14,149,29.0,21.93426043,USA,80.99728029,2020-04-14 23:33:31,38.4561,-92.2884,3.1394858830000003,1041.0,47978.0,MO,,818.8132141,84000029.0,4.597
30,392.0,0.392,399,US,2020-04-14,7,30.0,12.53132832,USA,46.07459465,2020-04-14 23:33:31,46.9219,-110.4544,1.754385965,50.0,9234.0,MT,197.0,1066.297762,84000030.0,0.392
31,877.0,0.877,897,US,2020-04-14,20,31.0,,USA,58.80918289,2020-04-14 23:33:31,41.1254,-98.2681,2.229654404,,11357.0,NE,,744.5885062000001,84000031.0,0.877
32,3008.0,3.008,3134,US,2020-04-14,126,32.0,,USA,103.8884581,2020-04-14 23:33:31,38.3135,-117.0554,4.020421187,,26661.0,NV,,883.7811686000001,84000032.0,3.008
33,897.0,0.897,922,US,2020-04-14,25,33.0,16.48590022,USA,69.41997428,2020-04-14 23:33:31,43.4525,-71.5639,2.7114967460000003,152.0,11610.0,NH,249.0,874.1495677000001,84000033.0,0.897
34,66019.0,66.019,68824,US,2020-04-14,2805,34.0,11.89265373,USA,774.8539493,2020-04-14 23:33:31,40.2989,-74.521,4.075613158,8185.0,139774.0,NJ,,1573.643437,84000034.0,66.019
35,1314.0,1.314,1345,US,2020-04-14,31,35.0,13.45724907,USA,80.65807393,2020-04-14 23:33:31,34.8405,-106.2485,2.3048327140000002,181.0,31970.0,NM,304.0,1917.203438,84000035.0,1.314
36,192178.0,192.178,203020,US,2020-04-14,10842,36.0,22.75687124,USA,1204.0786369999998,2020-04-14 23:33:31,42.1657,-74.9481,5.340360556,46201.0,499143.0,NY,23887.0,2960.336041,84000036.0,192.178
37,5001.0,5.001,5113,US,2020-04-14,112,37.0,8.175239585,USA,51.55338215,2020-04-14 23:33:31,35.6301,-79.8064,2.190494817,418.0,65039.0,NC,,655.7755568,84000037.0,5.001
38,333.0,0.333,341,US,2020-04-14,8,38.0,12.31671554,USA,56.23184008,2020-04-14 23:33:31,47.5289,-99.78399999999999,2.346041056,42.0,10916.0,ND,138.0,1800.078494,84000038.0,0.333
40,6961.0,6.961,7285,US,2020-04-14,324,39.0,29.59505834,USA,65.19680755,2020-04-14 23:33:31,40.3888,-82.7649,4.447494852,2156.0,67874.0,OH,,607.4355684,84000039.0,6.961
41,2076.0,2.076,2184,US,2020-04-14,108,40.0,22.34432234,USA,59.71073104,2020-04-14 23:33:31,35.5653,-96.9289,4.945054945,488.0,28269.0,OK,1060.0,772.8766737999999,84000040.0,2.076
42,1578.0,1.578,1633,US,2020-04-14,55,41.0,23.3312921,USA,40.75292845,2020-04-14 23:33:31,44.571999999999996,-122.0709,3.368034293,381.0,32363.0,OR,,807.6466769,84000041.0,1.578
43,24774.0,24.774,25465,US,2020-04-14,691,42.0,9.098763007999999,USA,202.3039211,2020-04-14 23:33:31,40.5908,-77.2098,2.713528372,2317.0,133631.0,PA,,1061.616936,84000042.0,24.774
45,3171.0,3.171,3251,US,2020-04-14,80,44.0,10.18148262,USA,306.88311160000006,2020-04-14 23:33:31,41.6809,-71.5118,2.460781298,331.0,22900.0,RI,135.0,2161.6804850000003,84000044.0,3.171
46,3456.0,3.456,3553,US,2020-04-14,97,45.0,18.99802983,USA,70.49638143,2020-04-14 23:33:31,33.8569,-80.945,2.73008725,675.0,33872.0,SC,,672.0668257,84000045.0,3.456
47,982.0,0.982,988,US,2020-04-14,6,46.0,4.55465587,USA,134.25883149999999,2020-04-14 23:33:31,44.2998,-99.4388,0.607287449,45.0,9296.0,SD,261.0,1263.2288429999999,84000046.0,0.982
48,5703.0,5.703,5827,US,2020-04-14,124,47.0,10.86322293,USA,88.75952809,2020-04-14 23:33:31,35.7478,-86.6923,2.1280247130000003,633.0,78831.0,TN,1969.0,1200.789833,84000047.0,5.703
49,14664.0,14.664,15006,US,2020-04-14,342,48.0,9.389577502,USA,65.28730307,2020-04-14 23:33:31,31.0545,-97.5635,2.279088365,1409.0,146467.0,TX,2580.0,637.2407982999999,84000048.0,14.664
50,2399.0,2.399,2417,US,2020-04-14,18,49.0,8.812577576,USA,84.33703829999999,2020-04-14 23:33:31,40.15,-111.8624,0.744724866,213.0,46476.0,UT,218.0,1621.699707,84000049.0,2.399
51,723.0,0.723,752,US,2020-04-14,29,50.0,8.510638298,USA,123.15936529999999,2020-04-14 23:33:31,44.0459,-72.7107,3.8563829789999997,64.0,10585.0,VT,15.0,1733.566332,84000050.0,0.723
53,6028.0,6.028,6182,US,2020-04-14,154,51.0,20.73762536,USA,78.18161354,2020-04-14 23:33:31,37.7693,-78.17,2.491103203,1282.0,42763.0,VA,721.0,540.8088547,84000051.0,6.028
54,10269.0,10.269,10799,US,2020-04-14,530,53.0,3.5836651539999997,USA,143.04442350000002,2020-04-14 23:33:31,47.4009,-121.4905,4.907861839,387.0,93929.0,WA,,1244.1910970000001,84000053.0,10.269
55,631.0,0.631,640,US,2020-04-14,9,54.0,25.625,USA,48.37497865,2020-04-14 23:33:31,38.4912,-80.9545,1.40625,164.0,17038.0,WV,147.0,1287.832635,84000054.0,0.631
56,3385.0,3.385,3555,US,2020-04-14,170,55.0,29.50773558,USA,68.70134742,2020-04-14 23:33:31,44.2685,-89.6165,4.781997187,1049.0,41552.0,WI,,803.0037659,84000055.0,3.385
57,281.0,0.281,282,US,2020-04-14,1,56.0,15.24822695,USA,56.71305607,2020-04-14 23:33:31,42.756,-107.3025,0.354609929,43.0,5964.0,WY,140.0,1199.420803,84000056.0,0.281
0,3957.0,3.957,4075,US,2020-04-15,118,1.0,12.883435582822086,USA,86.90743260088672,2020-04-15 22:56:51,32.3182,-86.9023,2.8957055214723932,525.0,34077.0,AL,,726.7594063166669,84000001.0,3.957
1,284.0,0.284,293,US,2020-04-15,9,2.0,11.604095563139932,USA,49.01722963986556,2020-04-15 22:56:51,61.3707,-152.4044,3.0716723549488054,34.0,8664.0,AK,106.0,1449.4378075078337,84000002.0,0.284
3,3822.0,3.822,3964,US,2020-04-15,142,4.0,14.883955600403633,USA,54.46014730343274,2020-04-15 22:56:51,33.7298,-111.4312,3.5822401614530777,590.0,45310.0,AZ,385.0,622.4998169320227,84000004.0,3.822
4,1536.0,1.536,1569,US,2020-04-15,33,5.0,8.2855321861058,USA,60.601917245358976,2020-04-15 22:56:51,34.9697,-92.3731,2.103250478011472,130.0,21834.0,AR,489.0,843.3284009784372,84000005.0,1.536
5,25826.0,25.826,26686,US,2020-04-15,860,6.0,19.347223263134232,USA,68.06156401321954,2020-04-15 22:56:51,36.1162,-119.6816,3.2264108521322044,5163.0,216486.0,CA,,552.13878988855,84000006.0,25.826
6,7628.0,7.628,7956,US,2020-04-15,328,8.0,19.55756661639015,USA,140.39637447009457,2020-04-15 22:56:51,39.0598,-105.3111,4.122674710910005,1556.0,39580.0,CO,,698.4525517252819,84000008.0,7.628
7,13887.0,13.887,14755,US,2020-04-15,868,9.0,12.931209759403592,USA,413.85167589593766,2020-04-15 22:56:51,41.5978,-72.7554,5.882751609623856,1908.0,50143.0,CT,,1406.4225404574722,84000009.0,13.887
8,1968.0,1.968,2014,US,2020-04-15,46,10.0,10.327706057596822,USA,206.82629466688027,2020-04-15 22:56:51,39.3185,-75.5071,2.284011916583913,208.0,13102.0,DE,354.0,1345.5005524952658,84000010.0,1.968
10,2125.0,2.125,2197,US,2020-04-15,72,11.0,14.246700045516613,USA,311.3004765150216,2020-04-15 22:56:51,38.8974,-77.0268,3.2771961766044617,313.0,11525.0,District of Columbia,530.0,1633.0168374308716,84000011.0,2.125
11,21915.0,21.915,22511,US,2020-04-15,596,12.0,14.854959797432365,USA,106.020900119373,2020-04-15 22:56:51,27.7663,-81.6868,2.647594509350984,3344.0,213509.0,FL,,1005.5713368391993,84000012.0,21.915
12,14435.0,14.435,14987,US,2020-04-15,552,13.0,19.496897311002872,USA,147.8096371252204,2020-04-15 22:56:51,33.0406,-83.6431,3.683192099819844,2922.0,64090.0,GA,,632.0891201278025,84000013.0,14.435
15,515.0,0.515,524,US,2020-04-15,9,15.0,8.587786259541986,USA,37.011243224611626,2020-04-15 22:56:51,21.0943,-157.4983,1.717557251908397,45.0,19803.0,HI,333.0,1398.7283388873745,84000015.0,0.515
16,1434.0,1.434,1473,US,2020-04-15,39,16.0,9.572301425661914,USA,91.46244916941791,2020-04-15 22:56:51,44.2405,-114.4788,2.6476578411405294,141.0,15398.0,ID,,956.1023708830256,84000016.0,1.434
17,23644.0,23.644,24593,US,2020-04-15,949,17.0,17.415524742812995,USA,209.5580024392337,2020-04-15 22:56:51,40.3495,-88.9861,3.858821615906965,4283.0,116929.0,IL,,996.3569986263228,84000017.0,23.644
18,8524.0,8.524,8960,US,2020-04-15,436,18.0,,USA,136.9194409408077,2020-04-15 22:56:51,39.8494,-86.2583,4.866071428571429,,48396.0,IN,,739.5483553316217,84000018.0,8.524
19,1942.0,1.942,1995,US,2020-04-15,53,19.0,8.571428571428571,USA,76.12432189255367,2020-04-15 22:56:51,42.0115,-93.2105,2.656641604010025,171.0,19869.0,IA,908.0,758.1524569840344,84000019.0,1.942
20,1433.0,1.433,1504,US,2020-04-15,71,20.0,22.739361702127663,USA,61.67756412990345,2020-04-15 22:56:51,38.5266,-96.7265,4.720744680851063,342.0,14668.0,KS,,601.5202863413722,84000020.0,1.433
21,2095.0,2.095,2210,US,2020-04-15,115,21.0,31.08597285067873,USA,64.55753405409921,2020-04-15 22:56:51,37.6681,-84.6701,5.203619909502263,687.0,27697.0,KY,653.0,809.0724075549257,84000021.0,2.095
22,20848.0,20.848,21951,US,2020-04-15,1103,22.0,8.851532959774044,USA,477.4794410416974,2020-04-15 22:56:51,31.1695,-91.8678,5.024828026058039,1943.0,121928.0,LA,,2652.1850160508443,84000022.0,20.848
23,746.0,0.746,770,US,2020-04-15,24,23.0,16.363636363636363,USA,65.58739904225362,2020-04-15 22:56:51,44.6939,-69.3819,3.116883116883117,126.0,14846.0,ME,305.0,1264.5591249107754,84000023.0,0.746
24,9721.0,9.721,10032,US,2020-04-15,311,24.0,22.238835725677827,USA,168.79411979974208,2020-04-15 22:56:51,39.0639,-76.8021,3.100079744816587,2231.0,55763.0,MD,607.0,938.244268579846,84000024.0,9.721
25,28810.0,28.81,29918,US,2020-04-15,1108,25.0,11.54488936426232,USA,435.88277699200967,2020-04-15 22:56:51,42.2302,-71.5301,3.7034561133765616,3454.0,132023.0,MA,,1923.475896343876,84000025.0,28.81
26,26138.0,26.138,28059,US,2020-04-15,1921,26.0,13.963434192237784,USA,352.17883590830917,2020-04-15 22:56:51,43.3266,-84.5361,6.846288178481058,3918.0,89697.0,MI,452.0,1125.8200593202755,84000026.0,26.138
27,1722.0,1.722,1809,US,2020-04-15,87,27.0,24.59922609176341,USA,36.571712296060646,2020-04-15 22:56:51,45.6945,-93.9002,4.8092868988391375,445.0,40242.0,MN,940.0,813.5538121714055,84000027.0,1.722
28,3238.0,3.238,3360,US,2020-04-15,122,28.0,19.196428571428573,USA,116.0539180977105,2020-04-15 22:56:51,32.7416,-89.6787,3.6309523809523814,645.0,38151.0,MS,,1317.7300682576645,84000028.0,3.238
29,4638.0,4.638,4791,US,2020-04-15,153,29.0,21.3734084742225,USA,81.76526967691198,2020-04-15 22:56:51,38.4561,-92.2884,3.1934877896055105,1024.0,49012.0,MO,,836.4599034449616,84000029.0,4.638
30,397.0,0.397,404,US,2020-04-15,7,30.0,12.623762376237625,USA,46.651970526116436,2020-04-15 22:56:51,46.9219,-110.4544,1.7326732673267329,51.0,9583.0,MT,209.0,1106.5985979004304,84000030.0,0.397
31,881.0,0.881,901,US,2020-04-15,20,31.0,,USA,59.071431193911636,2020-04-15 22:56:51,41.1254,-98.2681,2.2197558268590454,,11729.0,NE,,768.9775987496,84000031.0,0.881
32,3080.0,3.08,3211,US,2020-04-15,131,32.0,,USA,106.4409186603759,2020-04-15 22:56:51,38.3135,-117.0554,4.07972594207412,,27655.0,NV,,916.7311135324496,84000032.0,3.08
33,1107.0,1.107,1139,US,2020-04-15,32,33.0,15.62774363476734,USA,85.7585148643073,2020-04-15 22:56:51,43.4525,-71.5639,2.809482001755926,178.0,12166.0,NH,365.0,916.0123721151558,84000033.0,1.107
34,67874.0,67.874,71030,US,2020-04-15,3156,34.0,11.642967760101365,USA,799.6901665017299,2020-04-15 22:56:51,40.2989,-74.521,4.443193017035056,8270.0,144021.0,NJ,,1621.458221452142,84000034.0,67.874
35,1448.0,1.448,1484,US,2020-04-15,36,35.0,12.196765498652294,USA,88.99374105340044,2020-04-15 22:56:51,34.8405,-106.2485,2.4258760107816717,181.0,32850.0,NM,340.0,1969.976006471836,84000035.0,1.448
36,202837.0,202.837,214454,US,2020-04-15,11617,36.0,21.5435478004607,USA,1271.8918333849808,2020-04-15 22:56:51,42.1657,-74.9481,5.417012506178482,46201.0,526012.0,NY,23887.0,3119.6917150647723,84000036.0,202.837
37,5210.0,5.21,5340,US,2020-04-15,130,37.0,8.071161048689138,USA,53.842178894168356,2020-04-15 22:56:51,35.6301,-79.8064,2.4344569288389515,431.0,67827.0,NC,,683.8864172012654,84000037.0,5.21
38,356.0,0.356,365,US,2020-04-15,9,38.0,12.054794520547945,USA,60.189506248165465,2020-04-15 22:56:51,47.5289,-99.784,2.4657534246575343,44.0,11317.0,ND,142.0,1866.2044992068177,84000038.0,0.356
40,7432.0,7.432,7794,US,2020-04-15,362,39.0,28.701565306646142,USA,69.75208209159592,2020-04-15 22:56:51,40.3888,-82.7649,4.6445984090325885,2237.0,71552.0,OH,,640.3516779340354,84000039.0,7.432
41,2140.0,2.14,2263,US,2020-04-15,123,40.0,22.536456031816172,USA,61.87059722213869,2020-04-15 22:56:51,35.5653,-96.9289,5.435262925320371,510.0,29219.0,OK,1115.0,798.8497482252188,84000040.0,2.14
42,1605.0,1.605,1663,US,2020-04-15,58,41.0,24.113048707155738,USA,41.50160441259632,2020-04-15 22:56:51,44.572,-122.0709,3.4876728803367407,401.0,33351.0,OR,,832.3030720171378,84000041.0,1.605
43,25974.0,25.974,26753,US,2020-04-15,779,42.0,8.952267035472659,USA,212.53629693019985,2020-04-15 22:56:51,40.5908,-77.2098,2.9118229731245093,2395.0,137584.0,PA,,1093.0211145234036,84000042.0,25.974
45,3171.0,3.171,3251,US,2020-04-15,80,44.0,10.181482620732082,USA,306.8831116116225,2020-04-15 22:56:51,41.6809,-71.5118,2.460781298062135,331.0,25897.0,RI,168.0,2444.586878316268,84000044.0,3.171
46,3550.0,3.55,3656,US,2020-04-15,106,45.0,18.462800875273523,USA,72.54004236132123,2020-04-15 22:56:51,33.8569,-80.945,2.899343544857768,675.0,34733.0,SC,,689.1502438008125,84000045.0,3.55
47,1162.0,1.162,1168,US,2020-04-15,6,46.0,4.366438356164384,USA,158.7189424535122,2020-04-15 22:56:51,44.2998,-99.4388,0.5136986301369864,51.0,9859.0,SD,329.0,1339.7346349736106,84000046.0,1.162
48,5703.0,5.703,5827,US,2020-04-15,124,47.0,11.378067616269092,USA,88.75952809238302,2020-04-15 22:56:51,35.7478,-86.6923,2.128024712545049,663.0,80896.0,TN,2196.0,1232.2448574843688,84000047.0,5.703
49,15532.0,15.532,15907,US,2020-04-15,375,48.0,9.668699314767084,USA,69.20732573487047,2020-04-15 22:56:51,31.0545,-97.5635,2.3574526937826112,1538.0,151810.0,TX,3150.0,660.4868372295648,84000048.0,15.532
50,2528.0,2.528,2548,US,2020-04-15,20,49.0,8.673469387755103,USA,88.90805692627958,2020-04-15 22:56:51,40.15,-111.8624,0.7849293563579278,221.0,47614.0,UT,218.0,1661.408250583939,84000049.0,2.528
51,730.0,0.73,759,US,2020-04-15,29,50.0,8.300395256916996,USA,124.30579553252504,2020-04-15 22:56:51,44.0459,-72.7107,3.820816864295125,63.0,11081.0,VT,15.0,1814.7991044741896,84000050.0,0.73
53,6305.0,6.305,6500,US,2020-04-15,195,51.0,19.96923076923077,USA,82.20324943121675,2020-04-15 22:56:51,37.7693,-78.17,3.0,1298.0,44169.0,VA,752.0,558.5900498657559,84000051.0,6.305
54,10390.0,10.39,10942,US,2020-04-15,552,53.0,5.894717601900933,USA,144.9386130267519,2020-04-15 22:56:51,47.4009,-121.4905,5.044781575580332,645.0,122854.0,WA,,1627.333975944853,84000053.0,10.39
55,692.0,0.692,702,US,2020-04-15,10,54.0,23.361823361823358,USA,53.06130470340847,2020-04-15 22:56:51,38.4912,-80.9545,1.4245014245014245,164.0,17656.0,WV,211.0,1334.5447234236185,84000054.0,0.692
56,3538.0,3.538,3721,US,2020-04-15,183,55.0,29.32007524858909,USA,71.90934282281566,2020-04-15 22:56:51,44.2685,-89.6165,4.918032786885246,1091.0,43047.0,WI,,831.8950498505094,84000055.0,3.538
57,286.0,0.286,287,US,2020-04-15,1,56.0,14.982578397212546,USA,57.718606709033864,2020-04-15 22:56:51,42.756,-107.3025,0.3484320557491289,43.0,6329.0,WY,129.0,1272.8259995173355,84000056.0,0.286
0,4212.0,4.212,4345,US,2020-04-16,133,1.0,12.727272727272727,USA,92.66571647873691,2020-04-16 23:30:51,32.3182,-86.9023,3.0609896432681243,553.0,36391.0,AL,,776.1100318475752,84000001.0,4.212
1,291.0,0.291,300,US,2020-04-16,9,2.0,11.666666666666664,USA,50.18828973365075,2020-04-16 23:30:51,61.3707,-152.4044,3.0,35.0,8735.0,AK,110.0,1461.3157027447974,84000002.0,0.291
3,4087.0,4.087,4237,US,2020-04-16,150,4.0,13.641727637479349,USA,58.21080830591436,2020-04-16 23:30:51,33.7298,-111.4312,3.5402407363700727,578.0,47398.0,AZ,460.0,651.186191192761,84000004.0,4.087
4,1583.0,1.583,1620,US,2020-04-16,37,5.0,5.246913580246914,USA,62.57176923994999,2020-04-16 23:30:51,34.9697,-92.3731,2.2839506172839505,85.0,22675.0,AR,548.0,875.811646614732,84000005.0,1.583
5,26721.0,26.721,27677,US,2020-04-16,956,6.0,18.177548144668854,USA,70.58906944442319,2020-04-16 23:30:51,36.1162,-119.6816,3.4577446977634865,5031.0,246400.0,CA,,628.4332373850444,84000006.0,26.721
6,7931.0,7.931,8286,US,2020-04-16,355,8.0,19.744146753560226,USA,146.21975350165957,2020-04-16 23:30:51,39.0598,-105.3111,4.284335022930244,1636.0,40533.0,CO,,715.2697645043165,84000008.0,7.931
7,14913.0,14.913,15884,US,2020-04-16,971,9.0,12.12540921682196,USA,445.5181307984463,2020-04-16 23:30:51,41.5978,-72.7554,6.113069755729035,1926.0,53122.0,CT,,1489.9782261568287,84000009.0,14.913
8,2015.0,2.015,2070,US,2020-04-16,55,10.0,10.096618357487925,USA,212.5771747569226,2020-04-16 23:30:51,39.3185,-75.5071,2.6570048309178738,209.0,13350.0,DE,378.0,1370.9687357511675,84000010.0,2.015
10,2269.0,2.269,2350,US,2020-04-16,81,11.0,13.319148936170215,USA,332.97957205748787,2020-04-16 23:30:51,38.8974,-77.0268,3.4468085106382977,313.0,12150.0,District of Columbia,552.0,1721.5752342546716,84000011.0,2.269
11,22675.0,22.675,23343,US,2020-04-16,668,12.0,14.82243070727841,USA,109.93940169190724,2020-04-16 23:30:51,27.7663,-81.6868,2.8616715931971037,3460.0,219248.0,FL,,1032.6005201622447,84000012.0,22.675
12,15082.0,15.082,15669,US,2020-04-16,587,13.0,19.835343672219032,USA,154.53587803530252,2020-04-16 23:30:51,33.0406,-83.6431,3.7462505584274686,3108.0,67939.0,GA,,670.0499724194535,84000013.0,15.082
15,521.0,0.521,530,US,2020-04-16,9,15.0,8.49056603773585,USA,37.435036085962146,2020-04-16 23:30:51,21.0943,-157.4983,1.69811320754717,45.0,20700.0,HI,359.0,1462.0853716592762,84000015.0,0.521
16,1546.0,1.546,1587,US,2020-04-16,41,16.0,9.010712035286703,USA,98.54100939026895,2020-04-16 23:30:51,44.2405,-114.4788,2.58349086326402,143.0,15831.0,ID,,982.9884811955563,84000016.0,1.546
17,24662.0,24.662,25734,US,2020-04-16,1072,17.0,17.187378565322142,USA,219.28051212829826,2020-04-16 23:30:51,40.3495,-88.9861,4.165695189243801,4423.0,122589.0,IL,,1044.5861001513933,84000017.0,24.662
18,9065.0,9.065,9542,US,2020-04-16,477,18.0,,USA,145.81309212691818,2020-04-16 23:30:51,39.8494,-86.2583,4.9989520016767965,,51115.0,IN,,781.097904429619,84000018.0,9.065
19,2081.0,2.081,2141,US,2020-04-16,60,19.0,8.173750583839327,USA,81.69532489822427,2020-04-16 23:30:51,42.0115,-93.2105,2.8024287716020555,175.0,20675.0,IA,987.0,788.9074461797228,84000019.0,2.081
20,1535.0,1.535,1615,US,2020-04-16,80,20.0,22.229102167182663,USA,66.2295652059801,2020-04-16 23:30:51,38.5266,-96.7265,4.953560371517028,359.0,16122.0,KS,,661.147399536106,84000020.0,1.535
21,2306.0,2.306,2435,US,2020-04-16,129,21.0,33.14168377823409,USA,71.13013367499167,2020-04-16 23:30:51,37.6681,-84.6701,5.297741273100616,807.0,28324.0,KY,862.0,827.3880518318127,84000021.0,2.306
22,21376.0,21.376,22532,US,2020-04-16,1156,22.0,8.494585478430677,USA,490.1173871601078,2020-04-16 23:30:51,31.1695,-91.8678,5.130481093555832,1914.0,126586.0,LA,,2753.506105585363,84000022.0,21.376
23,769.0,0.769,796,US,2020-04-16,27,23.0,16.331658291457288,USA,67.8020384904336,2020-04-16 23:30:51,44.6939,-69.3819,3.391959798994975,130.0,14872.0,ME,333.0,1266.7737643589555,84000023.0,0.769
24,10465.0,10.465,10784,US,2020-04-16,319,24.0,22.72811572700297,USA,181.44694855666046,2020-04-16 23:30:51,39.0639,-76.8021,2.958086053412463,2451.0,58843.0,MD,736.0,990.0670246587144,84000024.0,10.465
25,31073.0,31.073,32181,US,2020-04-16,1108,25.0,10.733041235511637,USA,468.8529863754216,2020-04-16 23:30:51,42.2302,-71.5301,3.4430253876510983,3454.0,140773.0,MA,,2050.9568208267992,84000025.0,31.073
26,26813.0,26.813,28809,US,2020-04-16,1996,26.0,13.221562706098787,USA,361.5923619402858,2020-04-16 23:30:51,43.3266,-84.5361,6.928390433545072,3809.0,94286.0,MI,617.0,1183.4182872679296,84000026.0,26.813
27,1722.0,1.722,1809,US,2020-04-16,87,27.0,26.25760088446655,USA,36.571712296060646,2020-04-16 23:30:51,45.6945,-93.9002,4.8092868988391375,475.0,41675.0,MN,1020.0,842.5241072074779,84000027.0,1.722
28,3495.0,3.495,3624,US,2020-04-16,129,28.0,18.818984547461373,USA,125.17244023395918,2020-04-16 23:30:51,32.7416,-89.6787,3.5596026490066226,682.0,38415.0,MS,,1326.8485903939136,84000028.0,3.495
29,5005.0,5.005,5174,US,2020-04-16,169,29.0,20.158484731349045,USA,88.30171265045765,2020-04-16 23:30:51,38.4561,-92.2884,3.266331658291457,1043.0,50648.0,MO,,864.3805841361383,84000029.0,5.005
30,408.0,0.408,415,US,2020-04-16,7,30.0,12.530120481927712,USA,47.922197446381986,2020-04-16 23:30:51,46.9219,-110.4544,1.686746987951807,52.0,9936.0,MT,218.0,1147.3613345234974,84000030.0,0.408
31,931.0,0.931,952,US,2020-04-16,21,31.0,,USA,62.41509711054815,2020-04-16 23:30:51,41.1254,-98.2681,2.2058823529411766,,12294.0,NE,,806.0201721397888,84000031.0,0.931
32,3077.0,3.077,3214,US,2020-04-16,137,32.0,,USA,106.54036517422865,2020-04-16 23:30:51,38.3135,-117.0554,4.262601120099564,,28451.0,NV,,943.1175885413749,84000032.0,3.077
33,1107.0,1.107,1139,US,2020-04-16,32,33.0,15.62774363476734,USA,85.7585148643073,2020-04-16 23:30:51,43.4525,-71.5639,2.809482001755926,178.0,12166.0,NH,365.0,916.0123721151558,84000033.0,1.107
34,71799.0,71.799,75317,US,2020-04-16,3518,34.0,10.919181592469164,USA,847.9552903056566,2020-04-16 23:30:51,40.2989,-74.521,4.670924226934158,8224.0,151830.0,NJ,,1709.3757282832275,84000034.0,71.799
35,1448.0,1.448,1484,US,2020-04-16,36,35.0,14.487870619946092,USA,88.99374105340044,2020-04-16 23:30:51,34.8405,-106.2485,2.4258760107816717,215.0,33394.0,NM,353.0,2002.5990490143224,84000035.0,1.448
36,208859.0,208.859,223691,US,2020-04-16,14832,36.0,22.55343308403109,USA,1326.6749797239493,2020-04-16 23:30:51,42.1657,-74.9481,6.630575213128825,50450.0,550579.0,NY,23887.0,3265.394600862048,84000036.0,208.859
37,5489.0,5.489,5639,US,2020-04-16,150,37.0,8.015605603830467,USA,56.85693760004033,2020-04-16 23:30:51,35.6301,-79.8064,2.6600461074658632,452.0,70917.0,NC,,715.0422847636212,84000037.0,5.489
38,384.0,0.384,393,US,2020-04-16,9,38.0,11.450381679389313,USA,64.80678343980554,2020-04-16 23:30:51,47.5289,-99.784,2.2900763358778624,45.0,11704.0,ND,163.0,1930.0218661055576,84000038.0,0.384
40,8007.0,8.007,8414,US,2020-04-16,407,39.0,27.703826955074874,USA,75.30074656385528,2020-04-16 23:30:51,40.3888,-82.7649,4.837176135013073,2331.0,74840.0,OH,,669.7774985546624,84000039.0,8.007
41,2226.0,2.226,2357,US,2020-04-16,131,40.0,22.40135765803988,USA,64.4405645835532,2020-04-16 23:30:51,35.5653,-96.9289,5.557912600763682,528.0,30899.0,OK,1240.0,844.781079790925,84000040.0,2.226
